,title,lyrics,time_public
380,知足 (3DNA Live版),知足 (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：阿信 怎么去拥有一道彩虹 怎么去拥抱一夏天的风 天上的星星笑地上的人 总是不能懂 不能觉得足够 如果我爱上你的笑容 要怎么收藏 要怎么拥有 如果你快乐不是为我 会不会放手其实才是拥有 当一阵风吹来 风筝飞上天空 为了你 而祈祷 而祝福 而感动 终于你身影 消失在人海尽头 才发现 笑着哭最痛 那年你和我 那个山丘 那样的唱着 那一年的歌 那样的回忆 那么足够 足够我天天都品尝着寂寞 一闪一闪亮晶晶 满天都是小星星 当一阵风吹来 风筝飞上天空 为了你 而祈祷 而祝福 而感动 终于你身影 消失在人海尽头 才发现 笑着哭最痛 当一阵风吹来 风筝飞上天空 为了你 而祈祷 而祝福 而感动 终于你身影 消失在人海尽头 才发现 笑着哭最痛 如果我爱上你的笑容 要怎么收藏 要怎么拥有 如果你快乐不是为我 会不会放手其实才是拥有 知足的快乐 叫我忍受心痛 知足的快乐 知足的快乐 叫我忍受心痛 wo,2011-09-16
381,天使 (3DNA Live版),天使 (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：怪兽 像孩子依赖着肩膀 像眼泪依赖着脸庞 你就像天使一样 给我依赖 给我力量 像诗人依赖着月亮 像海豚依赖海洋 你是天使 你是天使 你是我最初和最后的天堂 你就是我的天使 保护着我的天使 从此我再没有忧伤 你就是我的天使 给我快乐的天使 甚至我学会了飞翔 飞过人间的无常 才懂爱才是宝藏 不管世界变得怎么样 只要有你就会是天堂 像孩子依赖着肩膀 像眼泪依赖着脸庞 你就像天使一样 给我依赖 给我力量 像诗人依赖着月亮 像海豚依赖海洋 你是天使 你是天使 你是我最初和最后的天堂 你就是我的天使 保护着我的天使 从此我再没有忧伤 你就是我的天使 给我快乐的天使 甚至我学会了飞翔 飞过人间的无常 才懂爱才是宝藏 不管世界变得怎么样 只要有你就会是天堂 像孩子依赖着肩膀 像眼泪依赖着脸庞 你就像天使一样 给我依赖 给我力量 像诗人依赖着月亮 像海豚依赖海洋 你是天使 你是天使 你是我最初和最后的天堂 最后的天堂,2011-09-16
382,我 (Live),我 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 还记得小时候 作文簿上的志愿 那天真的幻想 如今都到哪里躲藏 走出网咖凌晨的三点钟 过天堂世纪帝国直达战栗时空 看不见的世界里我是英雄 然后回到没有目标的活著在现实中 Oh my god oh my god who am I 我的外号是嘴上乔丹 Oh my god oh my god who am I 座右铭是我混故我在 也曾开心的耶耶耶也有失落的我我我 蝴蝶飞出了潜水钟我却还在原地停留 留不住时间耶耶耶总是后悔的我我我 我不要一生就这样到最后一生就这样 这样的我 这样的勇敢的我单纯的我 复杂的我冷的我热的我 无聊的我懒惰的我总是怀疑的我 讲了又不听听了又不做做又做不好的我 买一个梦五十块钱的梦 期待五百万分之一的奇迹降落 从此以后想要什么喜欢什么就有什么 但是我的人生还可以努力追求什么 Have you ever wanna be a spaceman Have you ever wanna be a president yeah Or you&apos;re still a daydreaming maker Have you ever wanna be wanna be 也曾开心的耶耶耶也有失落的我我我 蝴蝶飞出了潜水钟我却还在原地停留 留不住时间耶耶耶总是后悔的我我我 我不要一生就这样到最后一生就这样 这样的我 这样的我 还记得小时候 作文簿上的志愿 那天真的幻想 如今都到哪里躲藏 还记得小时候 作文簿上的志愿 那天真的幻想 如今都到哪里躲藏 还记得小时候,2007-07-20
383,晚安 地球人 + 疯狂世界 (Live),晚安 地球人 + 疯狂世界 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信/石头 紫皮肤 大脑袋 血液不绿也不蓝 在我已经毁灭的星球 我比五月天还帅 那一年 大逃难 爸爸把我丢上船 光的速度能比爱恨快 所以我也忘了哭 来到这里 一光年外 沉睡 七年的蝉 换取 七天的灿烂 生命穿过漫长年代 直到名为人类的灾难 诸葛亮 赤壁战 万人一冢的豪迈 千年之后重回荧幕里 还是征战的舞台 难道会 又重来 妈妈他说的混乱 谁能还清自己的卡债 谁能控制核子弹 谁能顿悟 轮回会来 大人 在冷气房作战 小孩 在太阳下逃难 石油田 的干旱 华尔街卷起灾难 终于人们发射了飞弹 捍卫自己的晚餐 多害怕在未来 人类对一切习惯 拿着字典一页页的翻 始终找不到的字 是不是爱 是不是爱 是不是爱 我好想好想飞 逃离这个疯狂世界 那么多苦那么多累 那么多莫名的泪水 我好想好想飞 逃离这个疯狂的世界 如果是你发现了我 也别将我挽回 我好想好想飞 逃离这个疯狂世界 那么多苦那么多累 那么多莫名的泪水 我好想好想飞 逃离这个疯狂的世界 如果是你发现了我 也别将我挽回,2007-07-20
384,各自安好 (Live),各自安好 (Live) - 刘若英 (Rene Liu)/五月天 (Mayday) 词：葛大为 曲：张简君伟 白云早已 不缠绕蓝天 刻意断了 消息几年 再见面 也没意外都 携家带眷 有一度想 视而不见 还是转念 走近寒暄 自嘲说 我这样子 竟然也能活到今天 既然各自安好 又何必挂念 谁想再为谁纠结 也没法纠结 过得人人称羡 有报复的意味 只想幸福到 你比我后悔 这句别来无恙 我怎会哽咽 想哭是因为 留恋 还是哭我们 本该是完美 一对 也发誓过 老死不相见 却不争气地 多望一眼 再心酸只能关切 你我的孩子 差几岁 既然各自安好 又何必挂念 谁想再为谁纠结 也没法纠结 过得人人称羡 有报复的意味 只想幸福到 你比我后悔 这句别来无恙 我不能哽咽 想哭是因为 留恋 还是哭我们 本该是完美 一对 两个不成熟的人 最后不约而同 选择臣服于安稳 像被思念反锁的人 终其一生 反复熟练 忘却 既然各自安好 没什么怨言 只好用善待现在 去报答昨天 哄身边人入睡 也哄回忆沉睡 我不该难过 你得偿所愿 这句别来无恙 想煽情一些 我能做的却 有限 想说声遗憾 说成了备感 欣慰,
385,九号球 (Live),九号球 - 五月天 词：阿信 曲：怪兽 逃走翻过围墙 我只能逃走 从教室里头 奔向自由 熟悉角落 有人在等我 有挑衅的笑容 今天谁先开球 让谁尝点苦头 绿色地平线上 我撞着 彩色堕落 也许我这一杆 又没办法进球 就像我的生活 一直在出差错 也许我这一生 始终在追逐那颗九号球 却忘了 是谁在爱我 却忘了 是谁在罩着我 从前书包很满 装不下的梦 就丢了一些 未来我们要怎么活 凝视着白球 暂时我不去想 天空渐渐变红 影子爬满球桌 输赢没有结果 像人生难以捉摸 也许我这一杆 又没办法进球 就像我的生活 一直在出差错 也许我这一生 始终在追逐那颗九号球 却忘了 是谁在爱我 却忘了 是谁在罩着我,
386,摩托车日记 (Live),摩托车日记 (Live) - 五月天 (Mayday) 词：阿信 曲：怪兽 横越过南美洲 一万两千里的贫穷 我骑著狂妄的一股冲动 无垠的大地啊种不出一个梦 只看到那无数的 饥饿的孩子和绝望佃农 呜谁在等待英雄 呜我把左轮瞄准无情天空 谁愿意和我 一起写一个传说 你还梦不梦疯不疯 还有没有当初浪漫温柔 谁愿意和我 一起写一个传说 就算谁能消灭了我 却夺不走我们作梦的自由 呜谁在呼喊自由 呜我用生命挑战宿命宇宙 谁愿意和我 一起写一个传说 你还梦不梦疯不疯 还有没有当初浪漫温柔 谁愿意和我 一起写一个传说 就算谁能消灭了我 却夺不走我们作梦的自由,2007-07-20
387,HoSee (Live),HoSee (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 枪子无声钻来钻去 打破今眠的空气 半眠一点的巷仔内 在播一出戏 哪会按呢我想来想去 活的真不舒适 稍微一点风吹草动 耙仔抓紧紧 Hosee hosee 呼伊死看谁人先倒下去 Hosee hosee 呼伊死看谁人的卡大支 Hosee hosee呼伊死 Hosee hosee呼伊死 Hosee hosee呼伊死 不爽就 hosee 世界哪会颠三倒四 人生过甲亲像战争 委屈若是吞不下去 一声就变脸 江湖变甲这没义气 朋友变甲这歹逗阵 真正若是发生事情 人拢溜紧紧 Hosee hosee 呼伊死看谁人先倒下去 Hosee hosee 呼伊死看谁人的卡大支 Hosee hosee呼伊死 Hosee hosee呼伊死 Hosee hosee呼伊死 不爽就 hosee Hosee hosee 呼伊死看谁人先倒下去 Hosee hosee 呼伊死看谁人的卡大支 Hosee hosee呼伊死 Hosee hosee呼伊死 Hosee hosee呼伊死 不爽就 hosee 昨眠阁再梦到伊 牵手散步的日子 甘知当初的男儿 变甲按呢生 四面八方团团包围 右边左边撞不出去 我嘛不知过了今眠 是生还是死,2009-12-04
388,爆肝 (Live),爆肝 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 烟火跟我 都是越黑暗越灿烂 太阳下山 就是我的精华时段 不是不爱睡觉 不是不够爱肝 我只是还有很多很多 正经事要管 不是不爱阳光 不是不谈恋爱 我只是进度要赶 游戏要玩青春要糜烂 夜店爆肝夜唱爆肝 狂热狂舞狂欢 我怕闷不怕爆肝 打怪爆肝打牌爆肝 贪吃贪心贪玩 我怕烦不怕爆肝 听歌爆肝写歌爆肝 伤心伤肺伤肝 最后都哭成一团 谁怕爆肝谁管爆肝 好样好胆好骇 好爽又好勇敢 不是不吃早餐 不是不想养肝 我只是太多辛苦 辛酸心情需要被溺爱 不是故意学坏 不是不知悔改 我只是不想要管 不想要管不想不想管 夜店爆肝夜唱爆肝 狂热狂舞狂欢 我怕闷不怕爆肝 打怪爆肝打牌爆肝 贪吃贪心贪玩 我怕烦不怕爆肝 听歌爆肝写歌爆肝 伤心伤肺伤肝 最后都哭成一团 谁怕爆肝谁管爆肝 好样好胆好骇 好爽又好勇敢,2009-12-04
389,春天的呐喊 (Live),春天的呐喊 (Live) - 五月天 (Mayday) 词：阿信 曲：怪兽 不要叫我比赛 不要再看我成绩单 不要再无奈 不要再忍耐 不要再让我伤肝 天天都火腿蛋 天天都排骨鸡腿饭 我需要扭转 我需要意外 我需要感觉存在 当阳光很冷淡 心情很吉普赛 没人能挡住我 跟平凡掰掰 方向盘指向南 一路都不转弯 除非我看到沙滩 看到大海 看到未来 爽要呐喊 不爽更要喊 压力要甩 忧郁要推翻 爽要呐喊 用力的呐喊 喊到流汗 喊到没遗憾 一生能有几次 跟世界宣战 不想再当模范 我不想再当乖乖牌 我只想摇摆 我只想旋转 我只想High到腿软 让冬天被打败 让春天冲上了舞台 让热血变红 让天空变蓝 让我把无聊炸开 看羚羊草枝摆 我爱上大自然 来不及等泪干 来不及防晒 浪漫只怕太慢 痛快只怕太快 快让我看到沙滩 看到大海 看到未来 爽要呐喊 不爽更要喊 压力要甩 忧郁要推翻 爽要呐喊 用力的呐喊 喊到流汗 喊到没遗憾 一生能有几次 跟世界宣战 当阳光很冷淡 心情很吉普赛 没人能挡住我 跟平凡掰掰 方向盘指向南 一路都不转弯 除非我看到沙滩 看到大海 看到未来 爽要呐喊 不爽更要喊 压力要甩 忧郁要推翻 爽要呐喊 用力的呐喊 喊到流汗 喊到没遗憾 一生能有几次 跟世界宣战 一生能有几次 终于没人管 一生能有几次 跟世界宣战,2009-12-04
390,向经典音乐巨星致敬 (Live),向经典音乐巨星致敬 (Live) - 林俊杰 (JJ Lin)/五月天 (Mayday) Space Oddity 词：David Bowie 曲：David Bowie 编曲：林俊杰 Ground control to major tom Ground control to major tom Take your protein pills and put your helmet on Ground control to major tom Commencing countdown engines on Check ignition and may god&apos;s love be with you Three two one This is ground control to major tom You&apos;ve really made the grade And the papers want to know whose shirts you wear Now it&apos;s time to leave the capsule if you dare This is major tom to ground control I&apos;m stepping through the door And I&apos;m floating in a most peculiar way And the stars look very different today Purple Rain 词：Prince 曲：Prince 编曲：林俊杰 I never meant to cause you any sorrow I never meant to cause you any pain I only wanted to one time to see you laughing I only wanted to see you Laughing in the purple rain Purple rain purple rain Purple rain purple rain Purple rain purple rain I only wanted to see you Bathing in the purple rain Purple rain purple rain Purple rain purple rain Purple rain purple rain I only wanted to see you Bathing in the purple rain Careless Whisper 词：Andrew Ridgeley/Andrew J. Ridgeley/George Michael 曲：Andrew Ridgeley/Andrew J. Ridgeley/George Michael 编曲：黄冠龙 I feel so unsure As I take your hand and lead you to the dance floor As the music dies something in your eyes Calls to mind the silver screen And all it&apos;s sad good byes I&apos;m never gonna dance again Guilty feet have got no rhythm Though it&apos;s easy to pretend I know your not a fool Should&apos;ve known better than to cheat a friend And waste the chance that I&apos;ve been given And I&apos;m never gonna dance again The way I danced with you Tonight the music seems so loud I wish that we could lose this crowd Maybe it&apos;s better this way We&apos;d hurt each other with the things we&apos;d want to say We could have been so good together We could have lived this dance forever But no one&apos;s gonna dance with me So please stay I&apos;m never gonna dance again Guilty feet have got no rhythm And it&apos;s easy to pretend I know your not a fool Should&apos;ve known better than to cheat a friend And waste the chance that I&apos;ve been given So I&apos;m never gonna dance again The way I danced with you Oh yeah,
391,灵魂能有多重,,2004-07-01
392,Blank Track 1,,2011-12-16
393,我心中尚未崩坏的地方 (3DNA Live版),我心中尚未崩坏的地方 (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：怪兽 醒在陌生的地方 镜头变成了刀枪 耳语也变成了真相 吉他告别了肩膀 诗人弃守了边疆 我们活在巨大片厂 幸运的孩子 爬上了殿堂 成果代价都要品尝 单纯的孩子 是否变了样 跟着游戏规则学着成长 轰轰烈烈的排行 沸沸扬扬的颁奖 跟着节奏我常迷惘 当人心变成市场 当市场变成战场 战场埋葬多少理想 回想着理想 稀薄的希望 走着钢索我的刚强 伟大和伪装 灰尘或辉煌 那是一线之隔 或是一线曙光 每个孤单天亮 我都一个人唱 默默的让这旋律 和我心交响 就算会有一天 没人与我合唱 至少在我的心中 还有个尚未 崩坏的地方 其实我们都一模一样 无名却充满了莫名渴望 一生等一次发光 宁愿重伤也不愿悲伤 让伤痕变成了我的徽章 刺在我心脏 永远不忘 默默的让这旋律 和我心交响 至少在我的心中 自己为自己鼓掌 每个孤单天亮 我都一个人唱 默默的让这旋律 和我心交响 就算会有一天 没人与我合唱 至少在我的心中 还有个尚未 崩坏的地方 孩子一样 不肯腐烂的土壤 wu~~ 再唱再唱再唱 再唱再唱,2011-09-16
394,DNA (3DNA Live版),DNA (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：阿信 那是谁 用掉了 我的牙膏 我的鞋 和外套 是谁穿走了 那是谁 在我家 大方洗澡 镜子前 他和我 一样的外表 谁搬进 我的大脑 谁统治 我的手脚 是DNA 教我反调 还是我的命运 不敢自编自导 想要叫 那就叫 想甩就甩 跳就跳 跳更高 别靠腰 要靠心脏的火药 要不要 难道要 别人帮你决定好 好不好 就现在 抢回自己的心跳 自己的心跳 那是谁 就是说 有够衰小 那是谁 只祷告 只会打嘴炮 那是谁 被通缉 正在逃跑 罪名是绑架了 自己的微笑 谁搬进 我的大脑 谁统治 我的手脚 是DNA 教我反调 还是我的命运 不敢自编自导 想要叫 那就叫 想甩就甩 跳就跳 跳更高 别靠腰 要靠心脏的火药 要不要 难道要 别人帮你决定好 好不好 就现在 抢回自己的心跳 想要叫 那就叫 想甩就甩 跳就跳 跳更高 别靠腰 要靠心脏的火药 要不要 难道要 别人帮你决定好 好不好 就现在 抢回自己的心跳 心跳 跳跃 狂奔 奔跑,2011-09-16
395,离开地球表面 (3DNA Live版),离开地球表面 (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：阿信 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳越高 甩掉地球 地球甩掉 只要越跳越高 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 冲啥大 冲啥小 冲啥都有人唱反调 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳越高 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 野心大 胆子小 跳舞还要靠别人教 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 我甩掉地球 地球甩掉 只要越跳 越高 Come on 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 我甩掉地球 地球甩掉 只要越跳 越高 Come on,2011-09-16
396,听不到 (伴奏),五月天 - 听不到 词：阿信(五月天) 曲：阿信(五月天) 夜 黑夜 寂寞的夜里 气 生气 对自己生气 软弱的电话 又打 给你 想 听你 那边的空气 有 什么 精彩的话题 你还是温柔 给我 婉转 的距离 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么大 为何我要忘你 无处逃 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么小 为何我的真心 你听不到 会 很会 伪装我自己 你 不该 背我的秘密 沉重都给我 微笑 给你 奔 狂奔 空旷的感情 走 暴走 暴走的伤心 透明的叹息 最后 还是 我的秘密 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么大 为何我要忘你 无处逃 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么小 为何我的真心 你听不到 你听不到 你听不到 噢哦哦噢哦噢哦～ 听不到听不到 我的执着 噗通 噗通一直在跳 直到你有一天能够明了 我做得到 我做得到 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么大 为何我要忘你 无处逃 我的声音在笑 泪在飙 电话那头的你可知道 世界若是那么小 为何我的真心 你听不到 你听不到 你听不到 啦啦啦啦 啦啦啦啦~~~ 啦啦啦啦 啦啦啦啦~~~ 你听不到 你听不到 你听不到,2004-03-01
397,To Find My Paradise,,2007-07-20
398,罗密欧与茱丽叶 (Live),罗密欧与茱丽叶 (Live) - 林宥嘉 (Yoga Lin)/五月天 (Mayday) 词：阿信 曲：阿信 五月天：没有轰轰烈烈剧情 没有朱门恩怨背景 但是在两人眼里心底 翻覆的天地 林：开始总是一场沉迷 而我在你家楼下等你 于是我胡涂说出一句 不能没有你 五月天：过了一首又一首插曲 枕头之上的漫长旅行 我已经开始有点忘记 当初的原因 合：有一种狂热让我们生病 一场华丽而快乐的病 睁开了双眼 看不到东西 Oh yeah 五月天：其实是莎翁一场诡计 故事的终点不是殉情 被困在童话之外我和你 要往哪里去 林：而爱情本来就是种考验 当耗尽所有激情与好奇 合：上天给人们一些小甜蜜 和一卡车难题 有一种狂热 让我们生病 一场华丽而快乐的病 睁开了双眼 看不到东西 Oh yeah 有一个漩涡 让我们躲避 真实世界 有什么刺激 闭上了双眼 却看到了你 Oh yeah 有一种狂热 让我们生病 一场华丽而快乐的病 睁开了双眼 看不到东西 Oh yeah 有一个漩涡 让我们躲避 真实世界 有什么刺激 闭上了双眼 却看到了你 Oh yeah 林：多希望世界就快要消失 好让我俩享受没有明天 即使是电光石火幻觉 合：罗密欧与茱丽叶,2013-07-05
399,后来 (Live),后来 (Live) - 五月天 词：玉城千春 曲：玉城千春 后来 我总算学会了如何去爱 可惜你早已远去消失在人海 后来终于在眼泪中明白 有些人一旦错过就不再 栀子花白花瓣 落在我蓝色百褶裙上 爱你 你轻声说 我低下头闻见一阵芬芳 那个永恒的夜晚 十七岁仲夏 你吻我的那个夜晚 让我往后的时光 每当有感叹 总想起当天的星光 你都如何回忆我 带着笑或是很沉默 这些年来有没有人能让你不寂寞 后来 我总算学会了如何去爱 可惜你早已远去消失在人海 后来 终于在眼泪中明白 有些人一旦错过就不再 永远不会再重来 有一个男孩爱着那个女孩 有一个男孩爱着那个女孩,2021-12-11
400,突然好想你 (降调MV版伴奏),,
401,I'm In Love (Live),I'm In Love (Live) - 五月天/GLAY 词：TAKURO 曲：TAKURO 小さなポッケに ギュッとつまっていた 草の匂いの宝物達は かくれんぼ ほどけた靴紐 結んでくれた君を乗せ 真夏の高すぎる雲に 向かって小旅行 Lonely days we can fly まぶたの裏には あの日の僕ら Lonely nights we can fly いつでも何かに 傷ついてたね I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life 古びたアルバム 開いた僕は 若かった両親と 今じゃ歳もそう変わらない 昭和という時代に 僕らをかかえて走った そんな貴女の生きがいが 染みて泣きたくなる Lonely days we can fly 豊かな日々を 懐かしく思う Lonely nights we can fly OK thank you for your love I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life We will rock you words from heaven We will rock you words from heaven We will rock you words from heaven We will rock you words from heaven We will rock you words from heaven We will rock you words from heaven I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love oh singin' my life I'm just in love I'm just in love I'm just in love,2001-12-27
402,为爱而生 (Live),为爱而生 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 就等你的一个眼神 就能为你长征 为你占领所有边城 和天上的星辰 如果你一个笑 如果你一个吻 更多伤痕更多牺牲 就让爱更动人 就让爱更永恒 只因我为爱而生 只因为我为爱而生 我来到这个世界 这个人生为你而生存 只因我为爱而生 只因为我为爱而生 就让我越爱越疯 越陷越深越执着的灵魂 曾经灿烂曾经沸腾 就不会有悔恨 即使化成无名烟尘 在故事的尾声 爱是一种天分 还是一种天真 我不多想我不多问 让爱忘了分寸 让我奋不顾身 只因我为爱而生 只因为我为爱而生 我来到这个世界 这个人生为你而生存 只因我为爱而生 只因为我为爱而生 就让我越爱越疯 越陷越深越执着的灵魂 只因我为爱而生 只因我为爱而生 只因为我为爱而生 我来到这个世界 这个人生为你而生存 只因我为爱而生 只因为我为爱而生 就让我越爱越疯 越陷越深越执着的灵魂,2016-01-25
403,蓝海,蓝海 - 五月天 (Mayday) 不是幻想不是假想 拥抱你 梦的路上 只有爱你是我从不愿妥协的信仰 无论回忆 怎样珍藏 无论时间 如何漫长 多么庆幸拥有最最偏执的倔强 憨人说 梦可以很疯狂 变成英雄 写一篇自己的乐章 现在展开翅膀 等第一次飞翔 你用你后青春来歌唱 不管未来会怎么样 你是我追寻的力量 放肆了一千个世纪都不要投降 当萤光棒变成拐杖 当诺亚方舟驶向远方 就算再多痛的伤 也要勇敢的唱 勇敢的唱 是你给我 温柔天空 我愿做 你蓝海里 一颗小小星火为你照亮眼前方向 看着你到 世界巅峰 陪着你 老到走不动 追梦就是一场无需蜚语的疯狂 打开窗 看到蓝色海洋 彩虹星空 转眼就是永恒时光 就算王子不再 是那王子模样 请记得我总在你身旁 不管未来会怎么样 你是我追寻的力量 放肆了一千个世纪都不要投降 当萤光棒变成拐杖 当诺亚方舟驶向远方 就算再多痛的伤 也要更勇敢的唱 不管未来会怎么样 你是我追寻的力量 放肆了一千个世纪都不想要投降 当萤光棒变成拐杖 当诺亚方舟驶向远方 就算再多痛的伤 也要更勇敢的唱 勇敢的唱 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 啦啦啦 五月天 不要忘了我们80岁的约定,2017-03-31
404,After 2008 (Live),After 2008 (Live) - 五月天 (Mayday) 我怎么觉得青春好累啊 对啊 为什么躺在这边看星星 感觉好像开了三个小时的演唱会啊 你太夸张了 哦 （干嘛）拜托嘞 （对啊）你最好现在还有十万人 在体育场听你唱歌嘞 对啊 不然你还笑死人嘞 可是 真的有那么一天啊 怎么可能开三个小时的演唱会 真的话头给你坐啊 好啊 你去坐啦 给你坐 不知道十年以后的这一刻 我们在干嘛 诶 我有时光机耶 我们要不要去看看 Ho 你真的有那种东西啊 真的还是假的啊 真 真的啊 你看这边有强 还有弱 我们这边啊 我们现在转强 就可以咯 诶 诶 你们看 星星怎么变成蓝色的啊 是演唱会哦 对哦 哇靠 那是谁的演唱会啊 该不会是... 永远等待那一天 我们会等出头天 人生不惊风险 只怕自己没志气 那一天 我们会等出头天 我盼望的日子 会真快 来到我身边 谢谢大家 谢谢 如果回到十年前 对照十年后 我该说 五月天的梦变成真的了吗 不 五月天根本没有做过这个梦 这一路走过来 是一个奇迹 不是五月天的奇迹 是属于全场大家的奇迹 以前很羡慕 在英国有个披头四 现在觉得很窝心 因为大家一直供着一个五月天 九年了 如果是一个偶像团体 早就消失了 但因为你们 我们还在 接下来有更多的九年 无论大家有什么梦想 五月天会一路陪大家 一步一步的往前走 不会消失 不会离开 不管你有什么样的梦 不管你有什么样的明天 不管你有什么样的愿望 不管你想要怎么唱 怎么跳 五月天一定陪你 走到出头天的那天,2009-03-20
405,突然好想你 (钢琴版伴奏),,
406,I Will Carry You,I Will Carry You - 五月天 (Mayday) 词：阿信 曲：阿信 I will carry you 那是我 唯一的信仰 I will carry you Carry you 还有 五秒 你抵达战场 还有 一刻 残存的倔强 还有 什么 你不肯遗忘 还能 让你 不断的痴狂 一念天谴 或一念天堂 你不需要 听谁怎么讲 你太依赖 的心灵鸡汤 早已变成 那心灵砒霜 有些青春 太拘泥对仗 还没埋葬 就已经殒亡 这修罗场 并没有真相 只剩你我 打同一场仗 I will carry you 那是我 唯一的信仰 I will carry you Carry you 难鸣 孤掌 这世态炎凉 缺少 了你 赢了又怎样 入死 出生 要与你同框 就是 我们 唯一的信仰 一条末路 或一条生路 四舍五入 终究得上路 上中下路 人生万条路 最近的路 叫没有退路 有些痛楚 让你更清楚 荣耀属于 平凡的人物 每场战争 都有赢和输 就算要输 和你一起输 I will carry you 我们在你身旁 那是我 唯一的信仰 I will carry you 我们永远不忘 Carry you I will carry you 少了你 赢了又怎样 I will carry you Carry you I will carry you 我们在你身旁 那是我 唯一的信仰 I will carry you 我们永远不忘 Carry you,2018-10-26
